,Name,link,Year,Age,Team,League,Position,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
4311,Mark West,westma01,1983-84,23,DAL,NBA,C,34,0,202,3.6,10.1,.357,0.0,0.0,,3.6,10.1,.357,1.7,5.3,.318,4.6,6.5,11.0,3.1,0.2,3.6,2.9,13.2,8.9,,83,109
4314,Russell Westbrook,westbru01,2008-09,20,OKC,NBA,PG,82,65,2668,8.4,21.0,.398,0.7,2.5,.271,7.7,18.6,.415,6.7,8.2,.815,3.4,4.2,7.7,8.4,2.1,0.3,5.3,3.7,24.1,,99,111
4315,Paul Westphal,westppa01,1973-74,23,BOS,NBA,SG,82,,1165,8.9,17.8,.501,,,,8.9,17.8,.501,4.2,5.7,.732,1.8,3.5,5.4,6.4,1.5,1.3,,6.5,22.0,,,96
4317,Robert Whaley,whalero01,2005-06,23,UTA,NBA,C,23,0,212,5.9,14.7,.404,0.0,0.0,,5.9,14.7,.404,0.8,1.5,.500,4.1,7.0,11.1,4.4,1.8,2.1,3.6,10.6,12.6,,87,105
4318,Ennis Whatley,whatlen01,1983-84,21,CHI,NBA,PG,80,73,2159,5.8,12.4,.469,0.0,0.0,.000,5.8,12.3,.471,3.3,4.5,.730,1.4,3.0,4.4,14.8,2.7,0.4,6.0,5.0,14.9,,98,108
4319,DeJuan Wheat,wheatde01,1997-98,24,MIN,NBA,PG,34,0,150,6.9,17.3,.400,2.8,5.9,.471,4.1,11.4,.364,3.1,5.2,.600,1.0,2.8,3.8,8.6,2.1,0.3,3.1,4.1,19.7,,105,110
4320,Clinton Wheeler,wheelcl01,1987-88,28,IND,NBA,PG,59,0,513,5.9,12.6,.470,0.0,0.0,,5.9,12.6,.470,2.4,3.2,.735,1.8,2.0,3.8,9.8,3.4,0.2,5.0,3.5,14.2,,96,107
4321,Tyson Wheeler,wheelty01,1998-99,23,DEN,NBA,PG,1,0,3,17.7,17.7,1.000,17.7,17.7,1.000,0.0,0.0,,17.7,35.4,.500,0.0,0.0,0.0,35.4,0.0,0.0,0.0,17.7,70.7,,220,119
4323,Andrew White,whitean01,2017-18,24,ATL,NBA,SF,14,0,199,6.1,17.0,.362,4.4,11.1,.400,1.7,5.9,.292,0.2,1.0,.250,1.0,6.9,7.9,1.2,0.7,0.2,1.7,2.7,17.0,,92,114
4324,D.J. White,whitedj01,2008-09,22,OKC,NBA,PF,7,0,130,10.3,19.7,.520,0.0,0.0,,10.3,19.7,.520,3.9,5.1,.769,3.9,8.7,12.6,2.4,1.2,2.0,1.2,3.9,24.5,,119,108
4325,Derrick White,whitede01,2017-18,23,SAS,NBA,PG,17,0,139,5.8,12.0,.485,2.9,4.7,.615,2.9,7.3,.400,5.1,7.3,.700,1.8,7.6,9.5,3.3,1.5,1.1,2.2,2.9,19.6,,123,105
4326,Eric White,whiteer01,1987-88,22,LAC,NBA,SF,17,4,352,8.9,16.8,.532,0.1,0.1,1.000,8.8,16.6,.528,6.1,7.7,.789,4.2,4.2,8.4,1.2,0.9,0.4,2.8,4.3,24.1,,115,111
4329,Jahidi White,whiteja01,1998-99,22,WAS,NBA,PF,20,0,191,4.8,9.0,.531,0.0,0.0,,4.8,9.0,.531,4.2,9.8,.429,6.4,9.8,16.2,0.3,0.8,3.1,4.5,10.9,13.7,,90,101
4330,James White,whiteja02,2006-07,24,SAS,NBA,SG,6,2,137,7.0,16.0,.439,0.8,2.7,.286,6.2,13.3,.471,4.7,5.9,.800,1.2,6.6,7.8,2.0,1.2,0.4,2.0,2.7,19.5,,104,102
4331,Jo Jo White,whitejo01,1973-74,27,BOS,NBA,PG,82,,3238,8.7,19.5,.449,,,,8.7,19.5,.449,2.6,3.1,.837,1.3,3.4,4.7,6.0,1.4,0.3,,2.5,20.1,,,97
4332,Okaro White,whiteok01,2016-17,24,MIA,NBA,PF,35,0,471,3.5,9.3,.379,1.3,3.6,.353,2.2,5.7,.396,2.1,2.4,.909,2.7,6.1,8.8,2.2,1.1,1.1,1.9,5.6,10.5,,104,108
4333,Randy White,whitera01,1989-90,22,DAL,NBA,PF,55,2,707,6.7,18.1,.369,0.1,1.0,.071,6.6,17.1,.387,3.6,6.4,.562,5.6,6.8,12.4,1.5,1.7,0.4,3.4,8.9,17.0,,88,107
4334,Rodney White,whitero02,2001-02,21,DET,NBA,SF,16,0,129,8.7,24.8,.350,0.8,3.7,.222,7.9,21.1,.373,5.0,5.8,.857,0.8,6.6,7.4,5.0,3.7,0.8,5.8,2.5,23.1,,80,99
4335,Rory White,whitero01,1982-83,23,PHO,NBA,SF,65,0,626,9.6,17.7,.543,0.0,0.1,.000,9.6,17.6,.545,5.3,8.2,.642,3.5,4.4,7.9,2.3,1.2,0.2,3.8,4.1,24.5,,106,104
4336,Royce White,whitero03,2013-14,22,SAC,NBA,PF,3,0,9,0.0,5.7,.000,0.0,0.0,,0.0,5.7,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,,0,117
4337,Rudy White,whiteru01,1975-76,22,HOU,NBA,SG,32,,284,6.8,16.5,.412,,,,6.8,16.5,.412,2.9,4.0,.720,2.1,4.0,6.1,4.8,3.1,0.8,,5.2,16.5,,,100
4338,Tony White,whiteto01,1987-88,22,TOT,NBA,PG,49,0,581,9.1,20.4,.446,0.0,0.5,.000,9.1,19.9,.457,3.2,4.4,.722,1.0,1.6,2.5,4.8,1.6,0.2,3.8,4.7,21.3,,94,115
4339,Willie White,whitewi01,1984-85,22,DEN,NBA,SG,39,0,234,9.9,23.6,.419,0.8,2.1,.364,9.1,21.5,.425,4.0,5.9,.677,2.9,4.0,6.9,5.5,1.0,0.4,5.7,4.6,24.6,,91,112
4340,Isaiah Whitehead,whiteis01,2016-17,21,BRK,NBA,PG,73,26,1643,5.9,14.7,.402,1.3,4.3,.295,4.6,10.4,.446,2.6,3.3,.805,0.9,4.4,5.3,5.5,1.2,1.0,4.1,5.0,15.7,,91,113
4341,Jerome Whitehead,whiteje01,1978-79,22,SDC,NBA,C,31,,152,4.5,10.1,.441,,,,4.5,10.1,.441,2.4,5.3,.444,4.8,10.1,14.9,2.1,0.9,1.2,3.3,8.6,11.3,,93,106
4342,Donald Whiteside,whitedo01,1996-97,27,TOR,NBA,PG,27,1,259,3.7,11.3,.327,2.5,7.4,.333,1.2,3.9,.316,2.3,3.1,.733,0.4,2.0,2.5,7.4,2.3,0.0,3.5,4.7,12.1,,98,112
4343,Hassan Whiteside,whiteha01,2010-11,21,SAC,NBA,C,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,0.0,,,115
4344,Dwayne Whitfield,whitfdw01,1995-96,23,TOR,NBA,PF,8,1,122,5.5,12.7,.433,0.0,0.0,,5.5,12.7,.433,5.9,9.3,.636,3.8,6.8,10.6,0.8,1.3,0.8,3.4,5.9,16.9,,97,113
4345,Chris Whitney,whitnch01,1993-94,22,SAS,NBA,PG,40,4,339,3.9,12.9,.305,1.6,4.7,.333,2.4,8.2,.288,1.9,2.4,.800,0.8,3.8,4.6,8.3,1.7,0.2,5.8,8.3,11.3,,80,107
4347,Hawkeye Whitney,whitnha02,1980-81,23,KCK,NBA,SG,47,,782,9.0,18.5,.487,0.1,0.4,.333,8.9,18.2,.490,3.0,3.9,.769,1.8,4.7,6.4,4.1,2.8,0.4,2.9,5.9,21.2,,102,104
4348,Shayne Whittington,whittsh01,2014-15,23,IND,NBA,PF,20,0,108,9.1,20.0,.452,0.5,2.9,.167,8.6,17.2,.500,8.6,11.0,.783,4.8,9.1,13.8,2.9,2.4,1.0,2.4,8.6,27.2,,114,100
4349,Sidney Wicks,wickssi01,1973-74,24,POR,NBA,PF,75,,2853,10.6,23.1,.459,,,,10.6,23.1,.459,4.9,6.4,.762,3.0,7.6,10.6,5.1,1.4,1.0,,3.3,26.1,,,102
4353,Andrew Wiggins,wiggian01,2014-15,19,MIN,NBA,SF,82,82,2969,8.5,19.5,.437,0.7,2.2,.310,7.8,17.3,.453,6.1,8.0,.760,2.3,4.1,6.4,2.9,1.5,0.9,3.0,3.3,23.8,,103,114
4354,Mitchell Wiggins,wiggimi01,1983-84,24,CHI,NBA,SG,82,40,2123,9.0,20.2,.448,0.2,0.7,.241,8.9,19.5,.455,4.8,6.5,.742,3.1,4.3,7.4,4.2,2.4,0.2,3.2,6.3,23.1,,103,107
4356,C.J. Wilcox,wilcocj01,2014-15,24,LAC,NBA,SG,21,0,101,8.0,19.1,.421,3.5,9.5,.368,4.5,9.5,.474,1.0,1.0,1.000,0.5,3.0,3.5,4.0,1.5,0.5,5.0,3.5,20.6,,89,109
4357,Chris Wilcox,wilcoch01,2002-03,20,LAC,NBA,PF,46,3,479,8.0,15.4,.521,0.0,0.0,,8.0,15.4,.521,2.7,5.5,.500,3.5,7.9,11.4,2.3,0.8,1.3,2.9,7.1,18.8,,102,107
4360,Jacob Wiley,wileyja01,2017-18,23,BRK,NBA,PF,5,0,33,1.5,5.9,.250,1.5,2.9,.500,0.0,2.9,.000,1.5,2.9,.500,2.9,13.3,16.2,2.9,1.5,0.0,0.0,5.9,5.9,,119,108
4361,Michael Wiley,wileymi01,1980-81,23,SAS,NBA,PF,33,,271,13.1,23.8,.551,0.0,0.3,.000,13.1,23.4,.559,6.2,8.3,.750,3.8,7.2,11.0,1.9,1.4,1.0,4.8,6.5,32.4,,110,106
4362,Morlon Wiley,wileymo01,1988-89,22,DAL,NBA,PG,51,1,408,5.6,14.0,.404,0.7,2.9,.250,4.9,11.0,.444,1.6,2.0,.813,1.6,4.2,5.8,9.3,3.1,0.7,4.2,7.5,13.6,,94,107
4365,Bob Wilkerson,wilkebo01,1976-77,22,SEA,NBA,SF,78,,1552,6.4,16.6,.386,,,,6.4,16.6,.386,2.4,3.5,.689,2.8,4.7,7.5,5.0,2.1,0.2,,3.9,15.2,,,100
4366,Jamaal Wilkes,wilkeja01,1974-75,21,GSW,NBA,SF,82,,2515,8.9,20.1,.442,,,,8.9,20.1,.442,2.8,3.9,.734,3.6,8.3,11.9,3.2,1.9,0.4,,3.9,20.7,,,97
4367,James Wilkes,wilkeja02,1980-81,22,CHI,NBA,SF,48,,540,7.5,16.3,.462,0.0,0.1,.000,7.5,16.2,.464,2.6,3.7,.690,3.2,5.3,8.5,2.6,2.2,1.1,3.0,7.6,17.6,,101,105
4368,Damien Wilkins,wilkida02,2004-05,25,SEA,NBA,SF,29,7,520,7.7,17.6,.435,1.7,6.2,.271,6.0,11.4,.523,2.2,3.6,.618,3.0,3.9,6.9,2.7,2.3,1.1,1.7,5.8,19.2,,110,110
4369,Dominique Wilkins,wilkido01,1982-83,23,ATL,NBA,SF,82,82,2697,10.8,21.9,.493,0.0,0.2,.182,10.8,21.8,.495,4.1,6.1,.682,4.1,4.5,8.6,2.3,1.5,1.1,3.2,3.8,25.8,,104,104
4370,Eddie Lee Wilkins,wilkied01,1984-85,22,NYK,NBA,C,54,16,917,6.1,12.3,.498,0.0,0.1,.000,6.1,12.2,.502,3.5,6.4,.541,4.5,9.3,13.8,0.8,1.1,0.8,3.4,8.2,15.7,,97,108
4371,Gerald Wilkins,wilkige01,1985-86,22,NYK,NBA,SG,81,53,2025,10.5,22.5,.468,0.2,0.6,.280,10.3,21.9,.473,3.2,5.7,.557,2.2,2.8,5.0,3.9,1.6,0.2,3.8,3.7,24.4,,95,108
4372,Jeff Wilkins,wilkije01,1980-81,25,UTA,NBA,C,56,,1058,5.4,12.1,.450,0.0,0.0,,5.4,12.1,.450,1.3,1.9,.675,2.9,9.8,12.7,1.9,1.5,2.1,2.7,7.8,12.1,,91,106
4373,Dale Wilkinson,wilkida01,1984-85,24,TOT,NBA,SF-PF,12,0,45,4.2,16.8,.250,0.0,1.1,.000,4.2,15.8,.267,6.3,7.4,.857,1.1,3.2,4.2,2.1,0.0,0.0,4.2,10.5,14.7,,75,115
4374,Mike Wilks,wilksmi01,2002-03,23,TOT,NBA,PG-SG,46,7,688,3.8,11.3,.338,0.8,2.7,.286,3.1,8.6,.354,2.8,3.6,.787,1.5,3.9,5.4,7.0,2.1,0.3,2.1,5.3,11.2,,100,107
4375,Aaron Williams,williaa01,1993-94,22,UTA,NBA,PF,6,0,12,8.6,34.4,.250,0.0,0.0,,8.6,34.4,.250,0.0,4.3,.000,4.3,8.6,12.9,4.3,0.0,0.0,4.3,17.2,17.2,,58,106
4377,Alan Williams,willial03,2015-16,23,PHO,NBA,PF,10,0,68,7.2,17.2,.417,0.0,0.0,,7.2,17.2,.417,6.4,10.0,.643,10.0,17.2,27.2,3.6,2.9,3.6,4.3,10.7,20.8,,103,97
4378,Alvin Williams,willial02,1997-98,23,TOT,NBA,SG,54,13,1071,6.2,14.0,.443,0.4,1.4,.321,5.7,12.6,.457,3.2,4.5,.722,1.2,2.8,4.0,5.1,1.9,0.1,2.9,3.9,16.0,,102,108
4379,Art Williams,williar01,1973-74,34,BOS,NBA,PG,67,,617,5.2,11.9,.435,,,,5.2,11.9,.435,1.9,2.3,.844,1.4,6.7,8.1,11.5,3.1,0.2,,7.1,12.2,,,92
4380,Bernie Williams,willibe01,1973-74,28,VIR,ABA,SG,6,,51,5.4,17.0,.316,0.9,1.8,.500,4.5,15.3,.294,1.8,1.8,1.000,0.0,3.6,3.6,6.3,0.9,0.0,4.5,2.7,13.5,,77,110
4382,Brandon Williams,willibr01,1997-98,22,GSW,NBA,SG,9,2,140,6.0,18.7,.320,1.1,3.4,.333,4.9,15.4,.317,0.7,1.5,.500,1.5,4.1,5.6,1.1,2.2,1.1,3.4,6.7,13.9,,71,106
4383,Buck Williams,willibu01,1981-82,21,NJN,NBA,PF,82,82,2825,8.5,14.5,.582,0.0,0.0,.000,8.5,14.5,.583,4.0,6.4,.624,5.7,10.8,16.6,1.8,1.4,1.4,3.9,4.7,20.9,,110,100
4384,C.J. Williams,willicj01,2017-18,27,LAC,NBA,SG,33,15,613,6.0,13.3,.452,1.7,5.6,.314,4.3,7.8,.551,1.0,1.3,.813,0.9,2.8,3.6,2.5,2.2,1.0,1.5,4.6,14.8,,106,111
4386,Chuck Williams,willich02,1973-74,27,TOT,ABA,PG,90,,2876,6.3,14.3,.441,0.1,0.2,.333,6.2,14.1,.443,4.6,5.9,.783,1.2,2.6,3.9,8.7,1.4,0.2,4.0,3.1,17.3,,102,107
4389,Corey Williams,willico01,1992-93,22,CHI,NBA,PG,35,0,242,6.6,18.2,.365,0.2,0.6,.333,6.4,17.6,.366,3.9,4.7,.818,4.1,2.6,6.6,4.9,0.9,0.4,2.4,5.1,17.4,,102,112
4390,Deron Williams,willide01,2005-06,21,UTA,NBA,PG,80,47,2307,8.0,19.1,.421,2.2,5.2,.416,5.9,13.9,.423,2.2,3.2,.704,0.8,3.8,4.6,8.5,1.4,0.4,3.4,5.5,20.5,,103,110
4391,Derrick Williams,willide02,2011-12,20,MIN,NBA,PF,66,15,1418,7.4,18.1,.412,1.3,5.0,.268,6.1,13.1,.467,4.9,7.1,.697,2.8,8.5,11.3,1.4,1.1,1.1,2.8,3.4,21.2,,100,106
4392,Duck Williams,willidu01,1979-80,23,UTA,NBA,PG,77,,1794,6.4,14.2,.447,0.0,0.3,.000,6.4,13.9,.458,1.2,1.6,.700,0.6,2.3,2.9,5.0,2.7,0.3,2.9,4.6,13.9,,91,111
4394,Elliot Williams,williel01,2011-12,22,POR,NBA,SG,24,0,149,13.1,26.1,.500,2.8,9.5,.296,10.2,16.6,.617,2.1,6.4,.333,2.5,4.2,6.7,2.1,2.1,1.1,1.8,6.4,31.1,,106,107
4395,Eric Williams,willier01,1995-96,23,BOS,NBA,SF,64,6,1470,8.2,18.5,.441,0.1,0.3,.300,8.1,18.2,.444,6.8,10.1,.671,3.1,4.2,7.4,2.4,1.9,0.4,3.0,5.0,23.2,,103,111
4396,Fly Williams,willifl01,1974-75,21,SSL,ABA,SG,71,,1239,10.9,23.6,.462,0.1,0.5,.143,10.8,23.1,.469,2.5,3.7,.683,2.6,4.0,6.6,5.2,2.3,0.4,6.5,5.7,24.4,,90,107
4397,Frank Williams,willifr02,2002-03,22,NYK,NBA,PG,21,0,167,2.9,10.5,.273,1.9,5.1,.375,1.0,5.4,.176,1.3,1.9,.667,1.0,4.8,5.7,10.8,2.2,0.6,5.4,6.3,8.9,,81,106
4398,Freeman Williams,willifr01,1978-79,22,SDC,NBA,SG,72,,1195,12.7,25.8,.490,,,,12.7,25.8,.490,2.9,3.7,.776,1.8,1.9,3.7,3.1,1.6,0.1,3.7,3.3,28.2,,105,111
4400,Gus Williams,willigu01,1975-76,22,GSW,NBA,PG,77,,1728,9.4,21.9,.428,,,,9.4,21.9,.428,4.4,6.0,.742,1.6,2.5,4.1,6.2,3.6,0.7,,3.7,23.2,,,95
4401,Guy Williams,willigu02,1984-85,24,WSB,NBA,SF,21,0,119,11.7,25.3,.460,0.4,1.6,.250,11.3,23.7,.475,0.8,2.0,.400,6.0,4.8,10.9,3.6,2.0,0.8,3.2,6.8,24.5,,97,105
4402,Hank Williams,williha01,1974-75,22,UTS,ABA,SF,39,,454,7.7,17.6,.436,0.3,2.4,.136,7.3,15.2,.482,1.9,2.5,.783,3.3,6.3,9.6,2.7,1.5,0.4,3.5,7.9,17.6,,95,105
4403,Herb Williams,willihe01,1981-82,23,IND,NBA,C,82,75,2277,8.7,18.2,.477,0.0,0.1,.286,8.6,18.1,.478,2.7,4.0,.670,3.7,9.2,12.9,3.0,1.1,3.8,2.9,4.3,20.1,,101,101
4404,Hot Rod Williams,williho01,1986-87,24,CLE,NBA,PF,80,80,2714,7.6,15.7,.485,0.0,0.0,.000,7.6,15.6,.485,5.2,7.0,.745,3.9,7.1,11.0,2.7,1.0,2.9,2.4,3.4,20.4,,113,106
4405,Jason Williams,willija02,1998-99,23,SAC,NBA,PG,50,50,1805,6.4,17.1,.374,2.8,8.9,.310,3.6,8.1,.446,2.2,2.9,.752,0.4,3.9,4.2,8.3,2.6,0.0,4.0,2.5,17.8,,97,105
4406,Jawad Williams,willija04,2008-09,25,CLE,NBA,SF,10,0,20,13.5,32.5,.417,5.4,16.2,.333,8.1,16.2,.500,0.0,0.0,,2.7,2.7,5.4,0.0,2.7,0.0,2.7,5.4,32.5,,96,104
4407,Jay Williams,willija03,2002-03,21,CHI,NBA,PG,75,54,1961,7.1,17.9,.399,1.7,5.3,.322,5.4,12.6,.431,2.7,4.2,.640,0.7,4.4,5.1,9.2,2.3,0.4,4.5,4.7,18.7,,94,107
4408,Jayson Williams,willija01,1990-91,22,PHI,NBA,PF,52,1,508,7.1,15.9,.447,0.1,0.2,.500,7.0,15.7,.447,3.7,5.5,.661,4.0,6.9,11.0,1.6,0.9,0.6,3.9,9.1,18.0,,93,110
4409,Jerome Williams,willije01,1996-97,23,DET,NBA,PF,33,0,177,6.4,16.4,.392,0.0,0.0,,6.4,16.4,.392,2.9,5.5,.529,7.1,9.0,16.0,2.2,4.2,0.3,4.2,5.8,15.7,,90,98
4410,John Williams,willijo02,1986-87,20,WSB,NBA,SF,78,6,1773,7.6,16.9,.454,0.2,1.0,.222,7.4,15.9,.468,3.9,6.0,.646,3.5,6.4,9.9,5.2,3.5,0.8,3.3,4.7,19.4,,103,104
4411,Jordan Williams,willijo03,2011-12,21,NJN,NBA,C,43,5,635,6.5,12.7,.507,0.0,0.0,,6.5,12.7,.507,3.6,5.5,.652,5.5,7.5,13.1,0.9,1.8,1.3,1.9,5.1,16.5,,112,108
4412,Justin Williams,williju01,2006-07,22,SAC,NBA,C,26,1,333,8.2,13.4,.614,0.0,0.2,.000,8.2,13.2,.621,3.5,9.6,.365,7.8,9.7,17.5,0.3,0.8,2.4,2.3,7.8,19.9,,113,106
4413,Kenny Williams,willike03,1990-91,21,IND,NBA,PF,75,0,527,8.5,16.4,.520,0.0,0.3,.000,8.5,16.1,.528,3.1,4.6,.680,5.1,6.9,12.0,2.8,1.0,2.8,3.8,7.4,20.2,,105,111
4414,Kevin Williams,willike01,1983-84,22,SAS,NBA,SG,19,0,200,5.6,13.1,.431,0.0,0.2,.000,5.6,12.8,.439,5.6,7.2,.781,0.9,2.0,2.9,9.7,1.8,0.9,5.0,9.5,16.9,,100,113
4415,Lorenzo Williams,willilo01,1992-93,23,TOT,NBA,PF-C,27,7,179,4.8,10.1,.472,0.0,0.0,,4.8,10.1,.472,0.6,2.0,.286,4.8,10.7,15.4,1.4,1.4,4.8,2.2,8.1,10.1,,96,102
4416,Lou Williams,willilo02,2005-06,19,PHI,NBA,PG,30,0,145,8.2,18.6,.442,0.7,3.2,.222,7.5,15.4,.488,2.9,4.6,.615,1.1,5.7,6.8,3.6,1.8,0.0,4.6,4.6,20.0,,87,109
4417,Marcus Williams,willima03,2006-07,21,NJN,NBA,PG,79,2,1315,8.3,21.0,.395,1.8,6.5,.282,6.5,14.5,.446,2.9,3.4,.847,1.2,5.4,6.5,10.4,1.2,0.1,5.7,3.8,21.3,,92,109
4418,Marcus Williams,willima04,2007-08,21,TOT,NBA,PF-SF,11,0,36,7.3,29.0,.250,0.0,0.0,,7.3,29.0,.250,0.0,0.0,,5.8,11.6,17.4,4.4,1.5,1.5,0.0,4.4,14.5,,72,105
4419,Marvin Williams,willima02,2005-06,19,ATL,NBA,PF,79,7,1952,6.4,14.4,.443,0.4,1.4,.245,6.0,13.0,.464,5.1,6.9,.747,3.3,7.1,10.4,1.7,1.3,0.7,2.3,6.2,18.3,,109,112
4420,Matt Williams,willima05,2017-18,24,MIA,NBA,SG,3,0,11,9.1,27.4,.333,4.6,22.9,.200,4.6,4.6,1.000,0.0,0.0,,0.0,4.6,4.6,0.0,0.0,0.0,4.6,4.6,22.9,,70,113
4421,Micheal Williams,willimi02,1988-89,22,DET,NBA,PG,49,0,358,6.6,18.1,.364,0.3,1.3,.222,6.3,16.9,.375,4.4,6.6,.660,1.3,2.5,3.8,9.8,1.8,0.4,5.9,6.2,17.8,,87,107
4422,Mike Williams,willimi03,1989-90,26,TOT,NBA,PF-SF,21,0,102,2.9,8.8,.333,0.0,0.5,.000,2.9,8.3,.353,1.5,2.9,.500,2.4,8.8,11.2,1.0,1.5,3.4,1.5,14.6,7.3,,82,106
4423,Milt Williams,willimi01,1973-74,28,SEA,NBA,PG,53,,505,5.3,12.9,.416,,,,5.3,12.9,.416,3.5,5.4,.651,1.6,2.4,4.1,8.9,2.2,0.0,,7.1,14.2,,,101
4424,Mo Williams,willima01,2003-04,21,UTA,NBA,SG,57,0,772,8.3,21.8,.380,0.7,2.8,.256,7.5,19.0,.398,3.2,4.0,.786,1.7,3.5,5.2,5.5,2.0,0.1,3.7,6.2,20.4,,92,106
4425,Monty Williams,willimo01,1994-95,23,NYK,NBA,SF,41,23,503,6.3,13.9,.451,0.0,0.8,.000,6.3,13.1,.480,1.8,4.0,.447,4.4,5.9,10.3,5.1,2.1,0.4,4.3,9.1,14.3,,91,104
4427,Pete Williams,willipe01,1985-86,20,DEN,NBA,PF,53,11,573,5.3,8.7,.604,0.0,0.0,,5.3,8.7,.604,1.3,3.1,.425,3.7,7.8,11.5,1.1,1.5,1.8,1.5,5.3,11.9,,115,104
4428,Ray Williams,willira01,1977-78,23,NYK,NBA,PG,81,,1550,8.6,19.4,.443,,,,8.6,19.4,.443,4.1,5.8,.705,2.4,3.5,5.9,10.2,3.0,0.4,6.8,6.0,21.3,,91,102
4429,Reggie Williams,willire01,1987-88,23,LAC,NBA,SF,35,14,857,8.4,23.7,.356,0.7,3.2,.224,7.7,20.5,.377,2.7,3.7,.727,3.1,3.5,6.6,3.2,1.6,1.2,3.5,6.0,20.3,,84,110
4430,Reggie Williams,willire02,2009-10,23,GSW,NBA,SF,24,10,782,8.6,17.3,.495,2.0,5.6,.359,6.5,11.7,.560,3.2,3.8,.839,1.1,5.6,6.7,4.0,1.4,0.4,1.8,3.0,22.3,,116,113
4431,Rickey Williams,williri01,1982-83,25,UTA,NBA,SG,44,0,346,7.2,17.5,.415,0.0,0.4,.000,7.2,17.1,.424,4.5,6.9,.660,1.9,3.0,4.9,4.8,2.6,0.5,4.9,5.4,19.0,,87,106
4432,Rob Williams,williro02,1982-83,21,DEN,NBA,PG,74,33,1443,5.7,13.9,.408,0.1,0.4,.133,5.6,13.4,.417,3.9,5.2,.753,1.1,2.9,4.0,10.7,2.6,0.4,5.5,6.6,15.3,,92,109
4435,Sam Williams,willisa02,1981-82,22,GSW,NBA,PF,59,22,1073,6.8,12.2,.556,0.0,0.0,,6.8,12.2,.556,2.2,3.9,.551,4.0,9.6,13.6,1.7,2.0,3.4,2.8,6.9,15.7,,108,102
4436,Scott Williams,willisc01,1990-91,22,CHI,NBA,PF,51,0,337,7.9,15.5,.510,0.1,0.3,.500,7.7,15.2,.510,3.0,4.2,.714,6.3,8.3,14.6,2.4,1.8,1.9,3.4,7.6,18.9,,109,103
4437,Sean Williams,willise01,2007-08,21,NJN,NBA,C,73,29,1278,6.7,12.5,.538,0.0,0.0,,6.7,12.5,.538,3.3,5.5,.609,4.7,8.5,13.2,1.1,1.1,4.4,2.9,7.9,16.8,,105,105
4438,Shammond Williams,willish01,1998-99,23,ATL,NBA,PG,2,0,4,0.0,14.1,.000,0.0,0.0,,0.0,14.1,.000,42.2,56.2,.750,0.0,0.0,0.0,14.1,0.0,0.0,0.0,0.0,42.2,,137,107
4439,Shawne Williams,willish03,2006-07,20,IND,NBA,SG,46,3,556,7.0,14.9,.469,1.8,4.9,.365,5.2,10.1,.519,1.0,1.9,.550,3.1,4.7,7.8,2.1,0.6,0.7,2.2,6.4,16.8,,105,109
4440,Shelden Williams,willish02,2006-07,23,ATL,NBA,PF,81,31,1514,5.8,12.9,.455,0.1,0.1,.500,5.8,12.7,.454,3.9,5.1,.764,4.6,10.7,15.3,1.6,1.8,1.4,3.4,7.0,15.6,,100,105
4441,Sly Williams,willisl01,1979-80,22,NYK,NBA,SF,57,,556,8.4,21.6,.390,0.0,0.3,.000,8.4,21.3,.395,4.7,7.3,.644,5.3,4.5,9.8,2.9,1.5,0.6,4.0,5.9,21.6,,92,109
4442,Terrence Williams,willite01,2009-10,22,NJN,NBA,SF,78,9,1764,7.8,19.4,.401,0.9,3.0,.310,6.9,16.4,.417,3.1,4.3,.715,1.4,9.0,10.4,6.6,1.3,0.3,3.7,3.8,19.5,,92,110
4443,Travis Williams,willitr01,1997-98,28,CHH,NBA,SF,39,0,365,8.2,17.5,.471,0.0,0.1,.000,8.2,17.4,.475,3.5,6.8,.522,7.8,5.7,13.5,2.9,2.6,0.7,4.4,8.1,20.0,,98,104
4444,Troy Williams,willitr02,2016-17,22,TOT,NBA,SF,30,16,557,6.7,15.3,.437,1.6,5.7,.290,5.0,9.6,.524,1.9,2.9,.656,1.4,4.9,6.3,2.3,2.5,0.9,2.9,5.5,16.9,,95,107
4445,Walt Williams,williwa02,1992-93,22,SAC,NBA,SF,59,26,1673,10.2,23.4,.435,1.7,5.4,.319,8.5,18.0,.470,6.4,8.6,.742,3.3,4.3,7.5,5.1,1.9,0.8,5.1,5.9,28.5,,101,110
4448,Corliss Williamson,willico02,1995-96,22,SAC,NBA,SF,53,3,609,10.5,22.6,.466,0.0,0.3,.000,10.5,22.4,.472,4.0,7.1,.560,4.7,4.9,9.6,1.9,0.9,0.8,6.4,9.7,25.1,,87,112
