,Name,link,Year,blank,blank,League,blank,Games Played,TotalMin,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blank,OWS,DWS,WS,WS/48,blank,OBPM,DBPM,BPM,VORP
4206,Henry Walker,walkebi01,Career,,,NBA,,181,3016,10.8,.578,.595,.178,2.1,13.3,7.7,8.0,1.6,0.7,13.2,16.2,,2.5,2.5,5.0,.079,,-0.2,-1.1,-1.3,0.5
4209,Kemba Walker,walkeke02,Career,,,NBA,,519,17640,19.0,.530,.345,.293,1.8,10.6,6.2,28.6,2.0,0.9,10.6,26.6,,25.7,15.4,41.0,.112,,3.3,-1.0,2.4,19.5
4210,Kenny Walker,walkeke01,Career,,,NBA,,448,9050,11.9,.533,.013,.335,9.2,13.3,11.2,4.7,1.3,2.0,10.7,15.0,,10.3,7.6,17.9,.095,,-1.3,0.0,-1.2,1.7
4212,Samaki Walker,walkesa01,Career,,,NBA,,445,7612,12.7,.500,.004,.394,9.3,21.4,15.4,5.2,0.9,3.0,14.5,16.7,,3.4,10.8,14.2,.089,,-3.5,0.5,-3.0,-1.8
4213,Wally Walker,walkewa01,Career,,,NBA,,565,10168,11.4,.491,.004,.222,6.6,11.9,9.2,11.7,1.0,0.6,13.9,18.0,,3.6,9.2,12.9,.061,,-1.7,-0.6,-2.3,-0.8
4214,John Wall,walljo01,Career,,,NBA,,538,19333,19.5,.517,.174,.347,1.8,12.0,6.9,42.5,2.4,1.5,17.3,27.3,,20.9,22.0,42.9,.107,,2.0,0.4,2.4,21.4
4215,Ben Wallace,wallabe01,Career,,,NBA,,1088,32085,15.5,.474,.009,.494,12.3,25.6,18.9,6.8,2.3,5.0,13.8,11.0,,22.9,70.6,93.5,.140,,-1.6,5.5,3.9,47.6
4216,Gerald Wallace,wallage01,Career,,,NBA,,832,24731,16.3,.549,.174,.469,5.3,17.9,11.5,11.7,2.6,2.1,14.1,19.5,,24.7,35.0,59.7,.116,,0.1,2.3,2.4,27.3
4217,John Wallace,wallajo01,Career,,,NBA,,381,6143,14.0,.510,.020,.315,6.1,13.8,9.9,8.4,1.1,2.6,14.2,24.3,,1.6,4.8,6.4,.050,,-2.9,-1.5,-4.5,-3.8
4218,Rasheed Wallace,wallara01,Career,,,NBA,,1109,36243,17.0,.536,.239,.234,5.2,18.8,12.1,9.6,1.6,3.0,10.2,21.3,,48.0,57.1,105.1,.139,,0.6,1.5,2.1,37.5
4220,Tyrone Wallace,wallaty01,Career,,,NBA,,25,700,11.2,.530,.153,.347,2.7,11.7,7.3,11.7,1.6,1.4,12.7,16.5,,0.4,0.5,1.0,.066,,-1.7,0.5,-1.3,0.1
4222,Jamie Waller,walleja01,Career,,,NBA,,9,91,7.1,.438,.050,.450,11.1,5.3,8.3,5.2,2.1,0.7,18.7,27.3,,-0.2,0.1,-0.2,-0.097,,-5.8,-3.0,-8.9,-0.2
4223,Taurean Prince,princta02,Career,,,NBA,,136,3306,11.5,.535,.439,.220,2.4,15.3,8.9,11.8,1.8,1.8,15.6,20.3,,-0.8,3.4,2.6,.037,,-2.0,0.5,-1.5,0.4
4225,Matt Walsh,walshma01,Career,,,NBA,,2,3,-2.4,.532,.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,34.7,44.3,,0.0,0.0,0.0,-0.642,,-17.7,-8.2,-25.9,0.0
4226,Rex Walters,waltere01,Career,,,NBA,,335,4602,11.2,.547,.400,.206,2.0,7.8,4.9,20.0,1.5,0.5,17.1,16.4,,3.9,2.4,6.3,.066,,-1.0,-2.3,-3.3,-1.5
4229,Bill Walton,waltobi01,Career,,,NBA,,468,13250,20.0,.551,.001,.343,9.1,30.2,19.8,17.1,1.3,4.2,20.6,20.6,,14.7,24.6,39.3,.142,,0.7,3.7,4.4,21.4
4230,Derrick Walton,waltode01,Career,,,NBA,,15,142,11.5,.544,.708,.250,1.6,11.1,6.4,14.3,2.1,1.8,7.0,9.1,,0.2,0.2,0.4,.132,,-1.2,0.8,-0.4,0.1
4231,Lloyd Walton,waltoll01,Career,,,NBA,,341,5387,11.4,.491,.003,.259,2.4,5.0,3.7,27.7,2.2,0.3,25.2,14.0,,1.5,3.7,5.2,.047,,-2.5,-1.9,-4.4,-3.3
4232,Luke Walton,waltolu01,Career,,,NBA,,564,9685,11.7,.495,.228,.209,5.7,13.0,9.4,20.2,1.7,0.8,18.2,15.1,,4.9,8.6,13.5,.067,,-1.4,0.1,-1.2,1.9
4235,Charlie Ward,wardch01,Career,,,NBA,,630,14080,13.8,.531,.512,.192,2.1,11.6,6.9,29.2,3.0,0.7,21.8,15.9,,10.6,22.4,33.0,.113,,0.5,1.3,1.8,13.3
4237,Henry Ward,wardhe01,Career,,,TOT,,88,859,11.3,.467,.054,.104,6.6,13.3,10.1,6.5,1.1,0.9,11.5,21.8,,-0.1,0.7,0.6,.034,,-3.0,-2.9,-5.8,-0.8
4238,Casper Ware,wareca01,Career,,,NBA,,9,116,13.0,.538,.500,.143,0.0,8.7,4.2,13.7,3.3,0.0,10.1,18.1,,0.1,0.1,0.2,.071,,-1.1,-2.5,-3.6,0.0
4243,Jameel Warney,warneja01,Career,,,NBA,,3,27,22.6,.599,.000,.417,16.0,21.2,18.5,0.0,0.0,0.0,6.6,25.6,,0.1,0.0,0.1,.159,,-3.2,-9.0,-12.2,-0.1
4244,Bob Warren,warrebo01,Career,,,ABA,,486,9908,13.1,.526,.106,.430,6.2,7.6,7.3,12.5,1.5,0.8,16.8,18.9,,11.8,8.9,20.7,.100,,-1.2,-0.4,-1.6,0.2
4246,T.J. Warren,warretj01,Career,,,NBA,,218,5874,16.2,.542,.110,.194,6.3,10.5,8.3,6.7,1.6,1.4,6.8,21.3,,8.0,2.8,10.8,.088,,0.0,-1.2,-1.2,1.1
4247,Willie Warren,warrewi01,Career,,,NBA,,19,134,10.8,.480,.429,.229,0.9,9.5,5.2,30.4,2.3,0.0,17.2,15.5,,0.1,0.1,0.2,.065,,-2.0,-2.5,-4.5,-0.1
4248,Bryan Warrick,warribr01,Career,,,NBA,,169,2379,9.0,.498,.041,.334,1.9,8.2,5.1,24.3,1.6,0.4,24.0,15.5,,-0.7,2.3,1.6,.033,,-3.7,-0.8,-4.5,-1.5
4249,Hakim Warrick,warriha01,Career,,,NBA,,526,10624,15.5,.555,.030,.522,7.5,15.8,11.6,6.4,1.1,1.1,12.3,21.8,,13.2,7.2,20.4,.092,,-1.5,-1.6,-3.1,-2.9
4250,Chris Washburn,washbch01,Career,,,NBA,,72,645,7.6,.424,.004,.363,10.8,19.3,15.0,4.6,0.8,1.5,17.6,20.1,,-1.1,0.5,-0.6,-0.046,,-6.1,-1.8,-7.9,-1.0
4252,Darius Washington,washida01,Career,,,NBA,,18,146,9.0,.493,.250,.271,3.3,12.8,8.1,17.1,1.9,0.0,20.7,22.2,,-0.2,0.2,0.0,.012,,-4.3,0.1,-4.2,-0.1
4253,Donald Washington,washido01,Career,,,ABA,,56,496,9.5,.488,.010,.279,10.2,11.6,10.9,8.5,1.2,2.1,18.7,21.3,,-0.1,0.5,0.4,.035,,-2.9,-1.1,-4.0,-0.2
4254,Duane Washington,washidu01,Career,,,NBA,,19,184,13.4,.484,.085,.426,3.0,12.3,7.5,29.6,3.4,0.0,16.5,15.3,,0.1,0.2,0.4,.092,,-1.7,0.0,-1.7,0.0
4255,Eric Washington,washier01,Career,,,NBA,,104,2300,9.5,.489,.343,.169,4.0,7.0,5.5,8.4,1.8,1.4,12.6,16.6,,0.4,-0.3,0.1,.002,,-1.6,-2.1,-3.7,-1.0
4257,Kermit Washington,washike01,Career,,,NBA,,507,12815,16.0,.565,.001,.500,12.5,22.0,17.3,7.1,1.5,2.3,16.8,15.3,,19.1,16.9,36.0,.135,,0.4,1.2,1.6,11.7
4258,Pearl Washington,washipe01,Career,,,NBA,,194,4044,12.4,.501,.059,.284,3.8,6.6,5.2,27.4,3.0,0.2,20.9,21.3,,-1.5,3.4,1.9,.023,,-1.6,-0.8,-2.4,-0.4
4259,Richard Washington,washiri01,Career,,,NBA,,351,7874,13.3,.485,.001,.221,9.0,20.8,14.8,7.3,1.3,1.9,15.2,20.0,,1.9,9.0,10.8,.066,,-2.1,-0.2,-2.3,-0.6
4263,Darryl Watkins,watkida01,Career,,,NBA,,14,169,6.5,.447,.000,.793,9.3,18.0,13.7,2.7,2.2,2.9,27.7,14.8,,-0.3,0.2,-0.1,-0.024,,-6.9,0.5,-6.4,-0.2
4265,C.J. Watson,watsocj01,Career,,,NBA,,600,12093,13.1,.533,.349,.286,2.0,8.7,5.3,18.7,2.3,0.4,13.8,17.4,,12.4,11.7,24.1,.096,,-0.1,-0.6,-0.7,4.1
4266,Earl Watson,watsoea01,Career,,,NBA,,878,19494,12.1,.492,.302,.240,2.7,9.0,5.9,30.4,2.3,0.7,21.4,16.7,,4.4,14.8,19.2,.047,,-1.0,-0.8,-1.8,1.0
4267,Jamie Watson,watsoja01,Career,,,NBA,,102,1248,9.2,.527,.141,.316,3.9,10.5,7.3,13.7,2.7,1.1,23.3,14.6,,-0.4,1.6,1.2,.045,,-2.5,1.5,-1.0,0.3
4271,Maalik Wayns,waynsma01,Career,,,NBA,,29,211,5.7,.397,.344,.211,0.5,4.3,2.4,21.2,2.0,0.0,13.2,24.7,,-0.4,0.1,-0.3,-0.062,,-5.3,-4.5,-9.8,-0.4
4272,David Wear,wearda01,Career,,,NBA,,2,7,2.4,.000,.500,.000,33.6,0.0,16.2,18.8,0.0,0.0,0.0,12.6,,0.0,0.0,0.0,-0.110,,-0.3,-2.7,-3.0,0.0
4273,Travis Wear,weartr01,Career,,,NBA,,64,844,8.8,.475,.267,.128,4.1,14.3,9.1,8.6,1.1,1.5,12.2,17.2,,-0.4,0.4,0.0,.002,,-4.0,-1.7,-5.7,-0.8
4274,Clarence Weatherspoon,weathcl01,Career,,,NBA,,915,27736,15.6,.526,.006,.382,8.7,19.4,14.0,8.2,1.7,2.0,12.5,18.3,,29.4,29.0,58.4,.101,,-1.1,1.0,-0.1,13.4
4275,Nick Weatherspoon,weathni01,Career,,,NBA,,453,9680,12.8,.490,.000,.247,8.3,15.4,11.8,6.0,1.6,0.8,15.5,18.1,,4.7,10.4,15.2,.075,,-1.6,-0.7,-2.3,-0.8
4276,Kyle Weaver,weaveky01,Career,,,NBA,,73,1379,10.3,.541,.391,.237,2.8,10.5,6.6,13.0,2.0,1.8,19.2,13.4,,0.2,1.3,1.5,.051,,-2.0,0.8,-1.3,0.3
4277,James Webb,webbja01,Career,,,NBA,,9,108,2.5,.333,.810,.000,6.8,14.9,10.8,5.0,0.5,0.0,12.5,9.6,,-0.1,0.0,-0.1,-0.029,,-4.8,-1.3,-6.0,-0.1
4279,Marcus Webb,webbma01,Career,,,NBA,,9,51,20.1,.570,.040,.840,11.2,11.0,11.1,6.3,1.0,2.5,12.7,33.4,,0.1,0.0,0.1,.130,,0.4,-3.7,-3.3,0.0
4280,Spud Webb,webbsp01,Career,,,NBA,,814,20288,15.1,.543,.159,.358,1.8,7.9,4.8,31.1,2.2,0.3,17.9,18.8,,25.8,14.5,40.2,.095,,0.6,-1.5,-0.9,5.7
4281,Chris Webber,webbech01,Career,,,NBA,,831,30847,20.9,.513,.059,.260,8.2,20.9,14.6,20.2,2.0,2.7,12.1,27.1,,36.9,47.8,84.7,.132,,1.6,2.3,3.9,45.9
4282,Briante Weber,weberbr01,Career,,,NBA,,45,611,10.1,.461,.183,.211,4.3,11.6,7.9,15.3,3.2,1.3,17.1,13.7,,-0.2,0.8,0.6,.049,,-3.3,1.5,-1.8,0.0
4285,Jeff Webster,webstje01,Career,,,NBA,,11,58,7.0,.391,.261,.000,4.1,9.9,7.1,7.7,3.5,0.0,11.5,20.0,,-0.1,0.1,0.0,-0.030,,-4.9,-0.8,-5.8,-0.1
4286,Martell Webster,webstma02,Career,,,NBA,,580,13914,11.7,.556,.509,.272,2.9,12.4,7.6,6.8,1.1,0.9,10.5,16.8,,14.7,10.0,24.7,.085,,0.2,-0.9,-0.7,4.6
4287,Marvin Webster,webstma01,Career,,,TOT,,617,13364,13.8,.527,.002,.501,12.0,22.6,17.2,7.4,0.8,3.7,19.6,14.7,,9.0,20.4,29.4,.106,,-1.6,2.3,0.6,8.9
4288,Scott Wedman,wedmasc01,Career,,,NBA,,906,25927,14.2,.515,.023,.180,6.1,11.9,9.0,9.9,1.5,0.6,9.8,20.5,,30.0,23.7,53.7,.099,,0.2,-0.2,0.0,12.9
4289,Sonny Weems,weemsso01,Career,,,NBA,,183,3335,10.1,.501,.108,.164,3.1,11.0,7.1,12.0,1.3,0.6,14.3,18.6,,-0.6,0.6,0.0,.001,,-2.5,-1.7,-4.2,-1.9
4291,Brant Weidner,weidnbr01,Career,,,NBA,,8,38,5.4,.372,.000,.444,11.4,19.3,15.4,0.0,0.0,2.7,15.7,13.0,,0.0,0.0,0.0,-0.014,,-7.4,-3.9,-11.3,-0.1
4294,Bonzi Wells,wellsbo01,Career,,,NBA,,591,15133,16.1,.516,.112,.304,6.3,14.9,10.6,14.7,2.7,1.0,14.9,24.8,,7.5,21.9,29.4,.093,,-0.4,0.9,0.4,9.3
4295,Bubba Wells,wellsbu01,Career,,,NBA,,39,395,11.1,.474,.052,.371,6.1,13.2,9.6,14.3,2.0,0.7,18.7,19.2,,-0.2,0.3,0.1,.013,,-4.1,-0.9,-5.0,-0.3
4298,Chris Welp,welpch01,Career,,,NBA,,109,1173,8.7,.492,.003,.369,8.4,16.8,12.6,4.9,1.4,2.7,15.3,15.2,,0.0,1.0,1.0,.042,,-3.4,0.0,-3.5,-0.4
4299,Jiri Welsch,welscji01,Career,,,NBA,,247,4596,11.2,.508,.269,.384,3.0,12.0,7.6,13.0,2.1,0.2,14.9,17.3,,2.0,3.7,5.7,.059,,-1.5,-0.6,-2.1,-0.1
4300,Bill Wennington,wennibi01,Career,,,NBA,,720,9740,10.9,.499,.012,.228,8.0,17.1,12.5,6.8,1.2,1.7,11.7,16.9,,5.4,12.4,17.7,.087,,-3.0,-0.1,-3.1,-2.7
4301,Matt Wenstrom,wenstma01,Career,,,NBA,,11,37,15.6,.625,.000,1.000,18.2,18.4,18.3,0.0,0.0,3.4,21.7,21.6,,0.0,0.0,0.1,.098,,-3.5,-6.1,-9.6,-0.1
4302,Robert Werdann,werdaro01,Career,,,NBA,,47,273,9.8,.426,.010,.480,12.0,20.0,15.9,4.9,2.4,2.0,14.4,21.2,,-0.3,0.5,0.1,.026,,-5.4,-0.6,-6.0,-0.3
4304,David Wesley,wesleda01,Career,,,NBA,,949,30272,14.2,.526,.304,.282,2.0,7.2,4.6,23.0,2.2,0.4,13.8,19.6,,35.7,25.6,61.3,.097,,1.1,-1.0,0.1,16.3
4306,David West,westda01,Career,,,NBA,,1029,29078,18.6,.544,.019,.273,7.1,19.0,13.1,13.5,1.4,2.3,11.4,23.1,,44.5,41.2,85.7,.141,,0.1,1.4,1.5,25.7
4307,Delonte West,westde01,Career,,,NBA,,432,11842,13.9,.538,.283,.210,2.2,10.3,6.3,21.1,2.1,1.2,15.2,17.9,,10.9,13.6,24.5,.099,,0.1,0.4,0.5,7.6
4308,Doug West,westdo01,Career,,,NBA,,676,16649,11.5,.529,.035,.269,3.7,8.1,5.9,12.8,1.4,0.8,11.9,18.5,,12.2,5.5,17.7,.051,,-1.1,-1.4,-2.5,-2.2
4310,Mario West,westma02,Career,,,NBA,,162,796,9.4,.493,.080,.568,8.8,12.1,10.4,9.4,3.0,0.8,16.6,10.8,,0.4,1.0,1.4,.084,,-2.3,1.3,-1.0,0.2
4311,Mark West,westma01,Career,,,NBA,,1090,20213,12.0,.592,.001,.486,10.1,19.2,14.8,2.9,0.8,4.2,18.6,13.5,,13.9,28.0,41.9,.100,,-2.3,1.4,-0.9,5.6
4314,Russell Westbrook,westbru01,Career,,,NBA,,744,25546,23.9,.532,.187,.392,5.6,15.7,10.7,42.3,2.6,0.7,15.7,32.7,,56.3,33.2,89.5,.168,,5.2,1.4,6.6,55.4
4315,Paul Westphal,westppa01,Career,,,NBA,,823,20947,19.4,.558,.020,.314,2.1,5.8,4.0,26.2,2.3,0.7,13.9,26.0,,44.6,23.0,67.7,.155,,2.9,-1.4,1.5,18.0
4317,Robert Whaley,whalero01,Career,,,NBA,,23,212,7.6,.411,.000,.105,9.1,15.6,12.3,13.8,1.8,3.1,19.0,16.1,,-0.2,0.3,0.0,.004,,-4.7,1.3,-3.5,-0.1
4318,Ennis Whatley,whatlen01,Career,,,NBA,,385,7108,13.0,.519,.017,.335,3.1,7.6,5.3,34.2,2.6,0.4,24.9,16.1,,2.2,7.4,9.6,.065,,-1.6,-0.8,-2.5,-0.8
4319,DeJuan Wheat,wheatde01,Career,,,NBA,,80,740,12.9,.484,.317,.288,2.2,6.7,4.4,30.1,2.3,0.3,17.2,20.4,,0.4,0.1,0.5,.034,,-0.8,-3.6,-4.4,-0.4
4320,Clinton Wheeler,wheelcl01,Career,,,NBA,,87,867,12.3,.523,.005,.247,4.5,4.5,4.5,24.2,3.5,0.1,23.8,15.1,,0.1,0.9,1.1,.058,,-2.3,-0.3,-2.6,-0.1
4321,Tyson Wheeler,wheelty01,Career,,,NBA,,1,3,76.1,1.064,1.000,2.000,0.0,0.0,0.0,100.0,0.0,0.0,0.0,28.4,,0.1,0.0,0.1,1.367,,39.8,-20.2,19.6,0.0
4323,Andrew White,whitean01,Career,,,NBA,,14,199,7.0,.488,.652,.058,2.3,15.8,9.0,3.8,0.7,0.4,9.0,17.1,,-0.1,0.1,-0.1,-0.014,,-3.6,-3.0,-6.7,-0.2
4324,D.J. White,whitedj01,Career,,,NBA,,138,2111,14.5,.536,.004,.229,6.4,17.9,12.1,7.0,1.0,2.1,7.9,17.9,,2.4,1.4,3.8,.087,,-2.3,-1.1,-3.4,-0.7
4325,Derrick White,whitede01,Career,,,NBA,,17,139,15.9,.646,.394,.606,4.0,16.8,10.4,9.3,1.5,1.8,12.6,15.4,,0.3,0.2,0.5,.173,,0.0,0.6,0.6,0.1
4326,Eric White,whiteer01,Career,,,NBA,,55,788,12.5,.584,.004,.406,8.7,9.2,8.9,4.7,1.0,0.3,14.0,17.0,,1.0,0.3,1.3,.079,,-1.7,-2.2,-3.9,-0.4
4329,Jahidi White,whiteja01,Career,,,NBA,,334,5913,14.2,.531,.001,.626,13.7,24.6,19.1,1.7,1.1,4.4,17.7,17.0,,3.5,6.9,10.4,.085,,-3.3,-0.6,-3.8,-2.7
4330,James White,whiteja02,Career,,,NBA,,67,583,9.9,.514,.309,.210,1.6,12.3,6.9,9.5,1.6,0.8,12.4,16.3,,0.2,0.6,0.8,.062,,-2.7,-0.7,-3.4,-0.2
4331,Jo Jo White,whitejo01,Career,,,NBA,,837,29941,14.2,.481,.000,.178,2.5,7.6,5.4,19.2,1.6,0.3,16.4,19.5,,20.3,33.7,54.0,.087,,-0.3,-0.3,-0.6,6.9
4332,Okaro White,whiteok01,Career,,,NBA,,41,551,7.7,.518,.437,.243,5.6,13.2,9.4,5.7,1.0,1.6,14.3,10.7,,0.2,0.6,0.8,.070,,-2.9,0.6,-2.2,0.0
4333,Randy White,whitera01,Career,,,NBA,,281,5382,11.0,.462,.072,.355,10.6,17.8,14.1,4.9,1.9,1.5,14.2,20.9,,-3.1,5.0,1.9,.017,,-3.6,-0.8,-4.4,-3.3
4334,Rodney White,whitero02,Career,,,NBA,,218,3354,12.3,.487,.199,.197,3.8,13.1,8.3,13.2,1.8,1.5,15.3,24.7,,-1.9,3.7,1.8,.026,,-2.7,-1.0,-3.8,-1.5
4335,Rory White,whitero01,Career,,,NBA,,324,5410,12.4,.541,.007,.340,7.1,8.3,7.7,6.3,1.6,0.5,13.0,18.9,,4.0,2.5,6.5,.058,,-1.3,-1.6,-2.9,-1.3
4336,Royce White,whitero03,Career,,,NBA,,3,9,-8.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,,0.0,0.0,0.0,-0.121,,-9.1,-1.3,-10.4,0.0
4337,Rudy White,whiteru01,Career,,,NBA,,124,1185,9.2,.452,.003,.254,3.3,7.7,5.5,12.5,2.1,0.3,17.7,17.8,,-0.3,0.5,0.2,.008,,-3.5,-1.5,-5.1,-0.9
4338,Tony White,whiteto01,Career,,,NBA,,49,581,9.4,.478,.024,.217,2.2,3.8,3.0,15.0,1.6,0.2,14.7,22.3,,-0.4,0.1,-0.3,-0.025,,-3.9,-3.6,-7.5,-0.8
4339,Willie White,whitewi01,Career,,,NBA,,82,577,13.2,.478,.110,.185,5.5,9.3,7.3,19.4,1.8,0.4,14.8,24.5,,-0.2,0.5,0.3,.028,,-1.9,-2.3,-4.1,-0.3
4340,Isaiah Whitehead,whiteis01,Career,,,NBA,,89,1823,7.9,.493,.281,.222,2.1,10.0,6.1,17.9,1.3,1.6,20.3,19.2,,-2.0,1.1,-0.9,-0.025,,-4.3,-0.6,-4.9,-1.4
4341,Jerome Whitehead,whiteje01,Career,,,NBA,,679,11828,12.0,.535,.001,.307,10.5,21.2,15.6,4.3,1.0,1.0,14.4,16.3,,9.8,6.6,16.4,.067,,-1.9,-1.5,-3.5,-4.4
4342,Donald Whiteside,whitedo01,Career,,,NBA,,30,275,7.2,.473,.649,.298,0.8,4.8,2.8,20.4,2.1,0.0,21.8,13.4,,0.0,0.1,0.1,.012,,-3.4,-3.4,-6.9,-0.3
4343,Hassan Whiteside,whiteha01,Career,,,NBA,,266,7146,24.2,.597,.001,.397,13.6,34.5,24.1,3.4,1.2,7.3,12.7,22.1,,14.1,15.9,30.1,.202,,-1.7,2.0,0.3,4.2
4344,Dwayne Whitfield,whitfdw01,Career,,,NBA,,8,122,9.3,.504,.000,.733,8.7,15.7,12.2,2.4,1.3,1.2,16.8,17.2,,0.0,0.0,0.0,.010,,-5.4,-3.2,-8.5,-0.2
4345,Chris Whitney,whitnch01,Career,,,NBA,,579,10052,13.8,.537,.491,.269,1.1,8.4,4.7,25.5,1.8,0.2,15.1,18.3,,15.3,5.9,21.2,.101,,1.3,-2.5,-1.2,2.0
4347,Hawkeye Whitney,whitnha02,Career,,,NBA,,70,1048,11.8,.494,.019,.191,4.4,11.1,7.8,11.4,2.7,0.4,13.2,18.6,,0.1,1.2,1.3,.062,,-2.1,0.3,-1.8,0.0
4348,Shayne Whittington,whittsh01,Career,,,NBA,,27,149,16.5,.531,.151,.472,11.2,19.1,15.2,10.0,2.1,1.6,13.5,22.3,,0.2,0.2,0.4,.142,,-1.1,0.3,-0.9,0.0
4349,Sidney Wicks,wickssi01,Career,,,NBA,,760,25762,16.2,.502,.000,.359,8.3,17.3,13.0,13.9,1.4,1.2,19.5,17.5,,21.9,20.5,42.4,.079,,0.3,0.4,0.6,12.9
4353,Andrew Wiggins,wiggian01,Career,,,NBA,,323,11694,15.1,.527,.177,.358,4.0,9.1,6.6,9.6,1.4,1.2,10.1,25.6,,9.3,2.9,12.2,.050,,-0.2,-2.2,-2.4,-1.3
4354,Mitchell Wiggins,wiggimi01,Career,,,NBA,,389,8105,13.8,.502,.021,.256,8.0,8.9,8.4,11.0,2.3,0.2,10.5,21.6,,6.4,8.8,15.2,.090,,-0.3,-0.5,-0.8,2.5
4356,C.J. Wilcox,wilcocj01,Career,,,NBA,,66,376,8.8,.465,.422,.119,1.7,7.3,4.5,11.8,2.0,0.9,11.2,19.1,,-0.3,0.3,0.1,.007,,-3.4,-1.8,-5.2,-0.3
4357,Chris Wilcox,wilcoch01,Career,,,NBA,,628,12474,15.5,.568,.005,.380,9.0,19.8,14.4,6.2,1.3,1.5,13.5,19.0,,16.0,10.8,26.9,.103,,-1.0,-0.6,-1.6,1.2
4360,Jacob Wiley,wileyja01,Career,,,NBA,,5,33,8.2,.410,.500,.500,6.4,29.3,17.7,8.0,1.5,0.0,0.0,6.4,,0.0,0.0,0.1,.093,,-3.9,0.9,-3.0,0.0
4361,Michael Wiley,wileymi01,Career,,,NBA,,94,1284,17.0,.596,.014,.380,8.0,14.4,11.2,7.2,1.8,1.0,14.6,21.4,,2.3,0.6,2.9,.107,,0.5,-2.1,-1.6,0.1
4362,Morlon Wiley,wileymo01,Career,,,NBA,,295,3843,10.6,.495,.359,.147,2.4,7.4,4.8,25.7,3.1,0.3,22.2,14.9,,0.0,2.8,2.7,.034,,-1.9,-1.1,-3.0,-0.9
4365,Bob Wilkerson,wilkebo01,Career,,,NBA,,536,14883,11.1,.464,.012,.226,4.2,11.9,8.0,17.1,2.1,0.5,18.1,19.0,,-4.7,13.0,8.2,.027,,-2.1,0.3,-1.8,0.6
4366,Jamaal Wilkes,wilkeja01,Career,,,NBA,,828,27275,16.5,.533,.004,.231,6.5,12.9,9.8,10.2,1.8,0.5,11.0,22.5,,43.5,27.8,71.3,.125,,0.9,-0.6,0.3,16.1
4367,James Wilkes,wilkeja02,Career,,,NBA,,114,1531,11.2,.502,.006,.283,8.2,11.9,10.1,9.5,1.8,1.1,15.7,17.4,,0.6,1.4,2.0,.063,,-1.9,-0.4,-2.3,-0.1
4368,Damien Wilkins,wilkida02,Career,,,NBA,,582,10991,11.5,.507,.199,.288,4.6,9.8,7.2,11.2,2.0,0.9,12.8,16.6,,5.8,6.3,12.1,.053,,-1.4,-0.4,-1.8,0.7
4369,Dominique Wilkins,wilkido01,Career,,,NBA,,1074,38113,21.6,.536,.103,.345,8.5,12.5,10.4,12.1,1.8,1.0,9.7,30.3,,82.3,35.1,117.5,.148,,3.4,-1.1,2.3,41.8
4370,Eddie Lee Wilkins,wilkied01,Career,,,NBA,,322,3787,10.2,.500,.007,.478,11.9,18.0,15.0,2.3,1.1,0.9,15.8,19.9,,-1.0,3.6,2.5,.032,,-4.2,-2.6,-6.8,-4.6
4371,Gerald Wilkins,wilkige01,Career,,,NBA,,900,26084,13.0,.504,.125,.230,4.2,7.3,5.8,16.1,1.7,0.5,12.7,21.8,,12.9,21.1,33.9,.062,,-0.4,-0.8,-1.1,5.6
4372,Jeff Wilkins,wilkije01,Career,,,NBA,,454,10004,10.5,.495,.003,.236,6.5,20.7,13.7,6.2,0.8,1.3,14.9,16.9,,-1.4,10.3,8.8,.042,,-3.6,-0.3,-3.9,-4.8
4373,Dale Wilkinson,wilkida01,Career,,,NBA,,12,45,-1.3,.367,.063,.438,2.5,7.2,4.8,5.6,0.0,0.0,17.3,20.8,,-0.1,0.0,-0.1,-0.124,,-9.0,-4.4,-13.4,-0.1
4374,Mike Wilks,wilksmi01,Career,,,NBA,,233,2240,10.0,.482,.196,.307,3.0,8.8,5.9,18.5,1.9,0.3,16.0,14.9,,0.9,1.6,2.5,.053,,-2.4,-1.1,-3.5,-0.8
4375,Aaron Williams,williaa01,Career,,,NBA,,715,12000,13.9,.546,.005,.413,9.7,17.3,13.5,6.7,1.2,3.4,15.0,16.8,,13.7,15.0,28.7,.115,,-2.0,0.9,-1.1,2.8
4377,Alan Williams,willial03,Career,,,NBA,,61,843,19.0,.536,.003,.437,13.9,31.7,22.6,6.6,2.0,3.6,11.7,20.8,,1.1,1.2,2.3,.132,,-2.2,0.7,-1.5,0.1
4378,Alvin Williams,willial02,Career,,,NBA,,460,12610,13.7,.483,.168,.208,2.2,8.2,5.2,25.1,2.3,0.6,12.6,17.9,,11.5,10.2,21.7,.082,,-0.2,-0.7,-0.9,3.6
4379,Art Williams,williar01,Career,,,TOT,,548,9418,13.6,.452,.000,.250,3.2,13.9,8.4,31.0,3.2,0.2,45.5,9.5,,0.2,17.5,17.7,.090,,-1.0,1.2,0.2,0.4
4380,Bernie Williams,willibe01,Career,,,TOT,,283,5167,11.2,.455,.047,.204,3.2,4.9,4.2,14.5,0.9,0.0,12.7,23.5,,-3.2,4.9,1.7,.015,,-6.2,-3.5,-9.8,-0.1
